Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,Region,Area,LGA_ID,LGA_Name,LGA_TYPE,X,Y,Total_Enrolments,Year 7 Total,Year 8 Total,Year 9 Total,Year 10 Total,Year 11 Total,Year 12 Total,Median_VCE_Study_Score,Pct_Study_Scores_40plus,Pct_VCE_VTAC_Applications,X,Y,LGA_Name
Government,1,7995,Lilydale High School,Secondary,O,25 Melba Avenue,,Lilydale,VIC,3140,25 Melba Ave,,LILYDALE,VIC,3140,03 9735 5644,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges,Metro,145.343917,-37.760697,1448,277,291,298,230,200,151,27,2.0,45,145.343917,-37.760697,Yarra Ranges
Government,1,7996,Walcom Ngarrwa Secondary College,Secondary,O,20 Frome Crescent,,Werribee,VIC,3030,20 Frome Crescent,,Werribee,VIC,3030,03 8000 6688,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham,Metro,144.602155,-37.90708,428,239,189,0,0,0,0,,,,144.602155,-37.90708,Wyndham
Government,1,7997,Lorne P-12 College,Pri/Sec,O,15 Grove Road,,Lorne,VIC,3232,P O Box 39,,Lorne P-12 College,VIC,3232,03 5289 1585,SOUTH-WESTERN VICTORIA,Barwon,649,Surf Coast,Non Metro,143.9738904,-38.53917804,101,20,17,15,24,15,9,23,3.9,100,143.9738904,-38.53917804,Surf Coast
Government,1,8000,Lyndale Secondary College,Secondary,O,14 Halton Road,,Dandenong North,VIC,3175,P O Box 2684,,DANDENONG NORTH,VIC,3175,03 9795 2366,SOUTH-EASTERN VICTORIA,Southern Melbourne,267,Greater Dandenong,Metro,145.206712,-37.958765,854,142,150,135,159,152,116,26,3.5,82,145.206712,-37.958765,Greater Dandenong
Government,1,8003,Bindjiroo Yaluk Community School,Secondary,O,7 Gleadell Street,,Richmond,VIC,3121,P O Box 99,,RICHMOND,VIC,3121,03 9428 4421,NORTH-WESTERN VICTORIA,North Eastern Melbourne,735,Yarra,Metro,145.002257,-37.816477,86,6,10,13,17,25,13,-,-,-,145.002257,-37.816477,Yarra
Government,1,8005,Maffra Secondary College,Secondary,O,Bill Cane Court,,Maffra,VIC,3860,Bill Cane Court,,MAFFRA,VIC,3860,03 5147 1790,SOUTH-EASTERN VICTORIA,Outer Gippsland,681,Wellington,Non Metro,146.982424,-37.964888,558,101,95,124,98,79,61,28,1.0,49,146.982424,-37.964888,Wellington
Government,1,8010,Mansfield Secondary College,Secondary,O,15 View Street,,Mansfield,VIC,3722,P O Box 203,,MANSFIELD,VIC,3724,03 5775 2022,NORTH-EASTERN VICTORIA,Ovens Murray,425,Mansfield,Non Metro,146.088565,-37.062676,478,77,89,87,78,84,62,29,6.3,35,146.088565,-37.062676,Mansfield
Government,1,8015,Maribyrnong College,Secondary,O,Gordon Street,,Maribyrnong,VIC,3032,Gordon Street,,MARIBYRNONG,VIC,3032,03 9091 8100,SOUTH-WESTERN VICTORIA,Western Melbourne,433,Maribyrnong,Metro,144.888234,-37.779315,1372,237,220,239,254,228,194,,,,144.888234,-37.779315,Maribyrnong
Government,1,8022,Matthew Flinders Girls Secondary College,Secondary,O,2 Little Ryrie Street,,Geelong,VIC,3220,P O Box 1285,,GEELONG,VIC,3220,03 4243 0500,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong,Non Metro,144.353208,-38.149587,604,133,88,103,118,93,68,,,,144.353208,-38.149587,Greater Geelong
Government,1,8025,Melbourne High School,Secondary,O,Forrest Hill,,South Yarra,VIC,3141,Forrest Hill,,SOUTH YARRA,VIC,3141,03 9826 0711,SOUTH-EASTERN VICTORIA,Bayside Peninsula,635,Stonnington,Metro,144.995314,-37.836829,1407,0,0,312,367,352,376,36,28.5,96,144.995314,-37.836829,Stonnington
Government,1,8027,Melton Secondary College,Secondary,O,Coburns Road,,Melton,VIC,3337,P O Box 597,,MELTON,VIC,3337,03 9743 3322,SOUTH-WESTERN VICTORIA,Brimbank Melton,465,Melton,Metro,144.568216,-37.681753,1463,242,258,289,231,282,161,24,1.2,50,144.568216,-37.681753,Melton
Government,1,8030,Mentone Girls Secondary College,Secondary,O,175 Balcombe Road,,Mentone,VIC,3194,P O Box 52,,MENTONE,VIC,3194,03 9581 5200,SOUTH-EASTERN VICTORIA,Bayside Peninsula,343,Kingston,Metro,145.053504,-37.980182,1093,234,228,154,168,162,147,,,,145.053504,-37.980182,Kingston
Government,1,8041,Mickleham Secondary College,Secondary,O,45 Blackmore Road,,Mickleham,VIC,3064,45 Blackmore Road,,Mickleham,VIC,3064,03 8764 1000,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume,Metro,144.90194,-37.52738,686,272,232,182,0,0,0,,,,144.90194,-37.52738,Hume
Government,1,8045,Mildura Senior College,Secondary,O,307-339 Deakin Avenue,,Mildura,VIC,3500,P O Box 1436,,MILDURA,VIC,3502,03 5021 2911,NORTH-WESTERN VICTORIA,Mallee,478,Mildura,Non Metro,142.1453901,-34.19800387,1026,0,1,2,2,552,468,26,2.8,46,142.1453901,-34.19800387,Mildura
Government,1,8050,Mirboo North Secondary College,Secondary,O,Castle Street,,Mirboo North,VIC,3871,Castle Street,,MIRBOO NORTH,VIC,3871,03 5667 9000,SOUTH-EASTERN VICTORIA,Inner Gippsland,617,South Gippsland,Non Metro,146.148821,-38.40018,331,67,46,58,71,52,37,,,,146.148821,-38.40018,South Gippsland
Government,1,8065,Monbulk College,Secondary,O,146-148 David Hill Road,,Monbulk,VIC,3793,146-148 David Hill Road,,MONBULK,VIC,3793,03 9751 9000,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges,Metro,145.4278068,-37.88317535,598,110,112,137,99,73,66,25,5.1,57,145.4278068,-37.88317535,Yarra Ranges
Government,1,8068,Montmorency Secondary College,Secondary,O,Para Road,,Montmorency,VIC,3094,Para Road,,MONTMORENCY,VIC,3094,03 9422 1500,NORTH-WESTERN VICTORIA,North Eastern Melbourne,66,Banyule,Metro,145.113611,-37.714075,1073,219,210,156,153,164,170,,,,145.113611,-37.714075,Banyule
Government,1,8071,Mooroolbark College,Secondary,O,186 Manchester Road,,Mooroolbark,VIC,3138,186 Manchester Road,,MOOROOLBARK,VIC,3138,03 9727 8100,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges,Metro,145.3142304,-37.77508326,943,154,170,157,183,147,131,28,2.1,53,145.3142304,-37.77508326,Yarra Ranges
Government,1,8075,Mordialloc College,Secondary,O,1 Station Street,,Mordialloc,VIC,3195,1 Station Street,,MORDIALLOC,VIC,3195,03 9580 1184,SOUTH-EASTERN VICTORIA,Bayside Peninsula,343,Kingston,Metro,145.092675,-38.012243,1231,183,198,219,238,195,198,30,7.0,77,145.092675,-38.012243,Kingston
Government,1,8100,Mount Beauty Secondary College,Secondary,O,Tailrace Road,,Mount Beauty,VIC,3699,P O Box 38,,MOUNT BEAUTY,VIC,3699,03 5754 4005,NORTH-EASTERN VICTORIA,Ovens Murray,11,Alpine,Non Metro,147.167284,-36.740307,151,26,28,32,19,25,20,,,,147.167284,-36.740307,Alpine
Government,1,8102,Mount Eliza Secondary College,Secondary,O,204 Canadian Bay Road,,Mount Eliza,VIC,3930,Locked Bag 4,,MOUNT ELIZA,VIC,3930,03 9787 6288,SOUTH-EASTERN VICTORIA,Bayside Peninsula,534,Mornington Peninsula,Metro,145.093544,-38.189704,801,104,170,165,119,147,94,,,,145.093544,-38.189704,Mornington Peninsula
Government,1,8105,Mount Waverley Secondary College,Secondary,O,9 Lechte Road,,Mount Waverley,VIC,3149,P O Box 346,,MOUNT WAVERLEY,VIC,3149,03 9803 6811,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,497,Monash,Metro,145.132311,-37.869086,1875,315,305,340,309,293,313,,,,145.132311,-37.869086,Monash
Government,1,8125,McKinnon Secondary College,Secondary,O,291a Mckinnon Road,,Mckinnon,VIC,3204,291a McKinnon Road,,MCKINNON,VIC,3204,03 8520 9000,SOUTH-EASTERN VICTORIA,Bayside Peninsula,231,Glen Eira,Metro,145.048545,-37.912204,3007,529,537,515,520,458,448,33,17.7,88,145.048545,-37.912204,Glen Eira
Government,1,8135,MacRobertson Girls High School,Secondary,O,350-370 Kings Way,,Melbourne,VIC,3004,350-370 Kings Way,,MELBOURNE,VIC,3004,03 9864 7700,SOUTH-EASTERN VICTORIA,Bayside Peninsula,590,Port Phillip,Metro,144.971862,-37.835886,1200,0,0,300,300,300,300,,,,144.971862,-37.835886,Port Phillip
Government,1,8140,Nathalia Secondary College,Secondary,O,41 Chapel Street,,Nathalia,VIC,3638,P O Box 42,,NATHALIA,VIC,3638,03 5866 2331,NORTH-EASTERN VICTORIA,Goulburn,490,Moira,Non Metro,145.208438,-36.059901,112,18,21,18,18,24,13,20,2.9,40,145.208438,-36.059901,Moira
Government,1,8145,Neerim District Secondary College,Secondary,O,20 Neerim East Road,,Neerim South,VIC,3831,PO Box 18,,NEERIM SOUTH,VIC,3831,03 5628 1455,SOUTH-EASTERN VICTORIA,Inner Gippsland,83,Baw Baw,Non Metro,145.95668,-38.016936,237,52,43,32,45,43,22,,,,145.95668,-38.016936,Baw Baw
Government,1,8151,Newcomb Secondary College,Secondary,O,81 - 85 Bellarine Highway,,Newcomb,VIC,3219,81 - 85 Bellarine Highway,,NEWCOMB,VIC,3219,03 5248 1400,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong,Non Metro,144.395201,-38.171133,515,89,114,91,73,82,66,25,1.0,14,144.395201,-38.171133,Greater Geelong
Government,1,8180,Northcote High School,Secondary,O,St Georges Road,,Northcote,VIC,3070,St Georges Road,,NORTHCOTE,VIC,3070,03 9488 2300,NORTH-WESTERN VICTORIA,North Eastern Melbourne,189,Darebin,Metro,144.989706,-37.774156,1658,248,222,267,283,322,315,30,8.5,88,144.989706,-37.774156,Darebin
Government,1,8185,Norwood Secondary College,Secondary,O,9 Byron Street,,Ringwood,VIC,3134,PO Box 371,,RINGWOOD,VIC,3134,03 9871 0400,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,441,Maroondah,Metro,145.237605,-37.799752,1097,199,190,196,181,184,146,29,5.7,55,145.237605,-37.799752,Maroondah
Government,1,8190,Numurkah Secondary College,Secondary,O,104 Tocumwal Road,,Numurkah,VIC,3636,P O Box 229,,NUMURKAH,VIC,3636,03 5862 1088,NORTH-EASTERN VICTORIA,Goulburn,490,Moira,Non Metro,145.446271,-36.079948,269,49,49,53,46,35,36,24,0.0,44,145.446271,-36.079948,Moira
Government,1,8210,Oberon High School,Secondary,O,163 Batten Road,,Armstrong Creek,VIC,3217,12 PICKETT CRESCENT,,Armstrong Creek,VIC,3216,03 5243 4444,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong,Non Metro,144.364137,-38.231762,1095,178,175,202,209,185,145,28,4.0,50,144.364137,-38.231762,Greater Geelong
Government,1,8211,Orbost Community College,Pri/Sec,O,20 Arnold Street,,Orbost,VIC,3888,P O Box 270,,Orbost,VIC,3888,03 5154 1084,SOUTH-EASTERN VICTORIA,Outer Gippsland,211,East Gippsland,Non Metro,148.46635,-37.70411,217,35,39,46,37,33,27,,,,148.46635,-37.70411,East Gippsland
Government,1,8220,Ouyen P-12 College,Pri/Sec,O,1-35 Fuller Street,,Ouyen,VIC,3490,1-35 Fuller Street,,OUYEN,VIC,3490,03 5092 1182,NORTH-WESTERN VICTORIA,Mallee,478,Mildura,Non Metro,142.322608,-35.064571,102,13,23,23,20,13,10,29,0.0,40,142.322608,-35.064571,Mildura
Government,1,8223,Pakenham Secondary College,Secondary,O,1020 Princes Highway,,Pakenham,VIC,3810,1020 Princes Highway,,PAKENHAM,VIC,3810,03 5945 1433,SOUTH-EASTERN VICTORIA,Southern Melbourne,145,Cardinia,Metro,145.471002,-38.068997,1046,254,189,193,156,163,91,27,1.2,73,145.471002,-38.068997,Cardinia
Government,1,8224,Edenbrook Secondary College,Secondary,O,133 Henry Road,,Pakenham,VIC,3810,133 Henry Road,,Pakenham,VIC,3810,03 5943 9200,SOUTH-EASTERN VICTORIA,Southern Melbourne,145,Cardinia,Metro,145.444017,-38.078267,624,133,146,143,114,88,0,,,,145.444017,-38.078267,Cardinia
Government,1,8225,Parkdale Secondary College,Secondary,O,Warren Road,,Mordialloc,VIC,3195,"Warren Road,",,MORDIALLOC,VIC,3195,03 9580 6311,SOUTH-EASTERN VICTORIA,Bayside Peninsula,343,Kingston,Metro,145.093501,-37.990301,1417,169,190,250,268,249,289,30,5.9,57,145.093501,-37.990301,Kingston
Government,1,8227,Pascoe Vale Girls Secondary College,Secondary,O,Lake Avenue,,Pascoe Vale,VIC,3044,Post Office Box 2122,,OAK PARK,VIC,3046,03 9306 2544,NORTH-WESTERN VICTORIA,Hume Merri-bek,525,Merri-bek,Metro,144.935499,-37.717564,714,101,93,111,145,123,140,,,,144.935499,-37.717564,Merri-bek
Government,1,8231,Prahran High School,Secondary,O,138 High Street,,Windsor,VIC,3181,P O Box 1124,,Windsor,VIC,3181,03 9113 1000,SOUTH-EASTERN VICTORIA,Bayside Peninsula,635,Stonnington,Metro,144.9911611,-37.85174882,565,97,90,81,91,106,100,30,5.3,80,144.9911611,-37.85174882,Stonnington
Government,1,8241,Preston High School,Secondary,O,2-16 Cooma Street,,Preston,VIC,3072,2-16 Cooma Street,,Preston,VIC,3072,03 9055 8400,NORTH-WESTERN VICTORIA,North Eastern Melbourne,189,Darebin,Metro,145.006401,-37.741692,1280,271,232,243,222,159,152,29,4.7,94,145.006401,-37.741692,Darebin
Government,1,8245,Princes Hill Secondary College,Secondary,O,47 Arnold Street,,Princes Hill,VIC,3054,47 Arnold Street,,PRINCES HILL,VIC,3054,03 9389 0600,NORTH-WESTERN VICTORIA,North Eastern Melbourne,735,Yarra,Metro,144.96503,-37.783481,854,149,143,143,149,151,118,,,,144.96503,-37.783481,Yarra
Government,1,8246,Homestead Senior Secondary College,Secondary,O,9 Coaching Parade,,Point Cook,VIC,3030,9 Coaching Parade,,Point Cook,VIC,3030,03 7379 9600,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham,Metro,144.768584,-37.915734,537,0,0,0,243,156,138,,,,144.768584,-37.915734,Wyndham
Government,1,8250,Bellarine Secondary College,Secondary,O,Peninsula Drive,,Drysdale,VIC,3222,P O Box 628,,DRYSDALE,VIC,3222,03 5251 9000,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong,Non Metro,144.557527,-38.190662,1167,196,197,233,200,204,136,28,4.9,45,144.557527,-38.190662,Greater Geelong
Government,1,8256,Rainbow P-12 College,Pri/Sec,O,17 Albert Street,,Rainbow,VIC,3424,P O Box 223,,Rainbow,VIC,3424,03 5395 1063,SOUTH-WESTERN VICTORIA,Wimmera South West,298,Hindmarsh,Non Metro,141.9966997,-35.89446757,59,12,6,15,8,7,10,24,2.9,33,141.9966997,-35.89446757,Hindmarsh
Government,1,8260,Red Cliffs Secondary College,Secondary,O,55 Fitzroy Avenue,,Red Cliffs,VIC,3496,PO Box 285,,RED CLIFFS,VIC,3496,03 5024 1522,NORTH-WESTERN VICTORIA,Mallee,478,Mildura,Non Metro,142.195452,-34.298804,373,78,75,65,66,35,26,23,0.0,43,142.195452,-34.298804,Mildura
Government,1,8270,Ringwood Secondary College,Secondary,O,Bedford Road,,Ringwood,VIC,3134,Bedford Road,,RINGWOOD,VIC,3134,03 9870 2002,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,441,Maroondah,Metro,145.239147,-37.816606,1524,244,256,267,260,251,245,30,7.9,71,145.239147,-37.816606,Maroondah
Government,1,8271,Richmond High School,Secondary,O,4 Griffiths Street,,Richmond,VIC,3121,Post Office Box 201,,Richmond,VIC,3121,03 8396 6399,NORTH-WESTERN VICTORIA,North Eastern Melbourne,735,Yarra,Metro,145.002804,-37.817408,488,66,66,80,78,95,103,28,6.2,78,145.002804,-37.817408,Yarra
Government,1,8276,Robinvale College,Pri/Sec,O,88 George Street,,Robinvale,VIC,3549,PO Box 378,,ROBINVALE,VIC,3549,03 5026 3704,NORTH-WESTERN VICTORIA,Mallee,661,Swan Hill,Non Metro,142.7815451,-34.58888676,124,21,18,19,28,16,21,23,0.0,-,142.7815451,-34.58888676,Swan Hill
Government,1,8280,Rochester Secondary College,Secondary,O,26 Edward Street,,Rochester,VIC,3561,P O Box 186,,ROCHESTER,VIC,3561,03 5484 1844,NORTH-WESTERN VICTORIA,Loddon Campaspe,137,Campaspe,Non Metro,144.6986963,-36.35277863,351,80,57,70,63,55,26,27,0.9,56,144.6986963,-36.35277863,Campaspe
Government,1,8290,Rosebud Secondary College,Secondary,O,245 Eastbourne Road,,Rosebud,VIC,3939,245 Eastbourne Road,,ROSEBUD,VIC,3939,03 5986 8595,SOUTH-EASTERN VICTORIA,Bayside Peninsula,534,Mornington Peninsula,Metro,144.887447,-38.367615,987,207,189,171,157,137,126,27,2.2,41,144.887447,-38.367615,Mornington Peninsula
Government,1,8292,Brinbeal Secondary College,Secondary,O,2 Connaught Road,,Tarneit,VIC,3029,2 Connaught Road,,Tarneit,VIC,3029,03 8001 3333,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham,Metro,144.643456,-37.853585,433,228,205,0,0,0,0,,,,144.643456,-37.853585,Wyndham
Government,1,8300,Rutherglen High School,Secondary,O,40 Sheridans Bridge Road,,Rutherglen,VIC,3685,P O Box 84,,RUTHERGLEN,VIC,3685,02 6032 9483,NORTH-EASTERN VICTORIA,Ovens Murray,335,Indigo,Non Metro,146.452103,-36.062564,310,61,56,62,50,42,38,21,0.0,32,146.452103,-36.062564,Indigo
Government,1,8303,Saltwater P-9 College,Pri/Sec,O,15 Kirra Place,,Point Cook,VIC,3030,15 Kirra Place,,Point Cook,VIC,3030,03 8366 7700,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham,Metro,144.770051,-37.910536,476,168,166,142,0,0,0,,,,144.770051,-37.910536,Wyndham
Government,1,8307,Scoresby Secondary College,Secondary,O,Cavell Street,,Scoresby,VIC,3179,Cavell Street,,SCORESBY,VIC,3179,03 9765 4100,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,367,Knox,Metro,145.2362,-37.888642,256,58,53,30,33,40,42,28,5.6,48,145.2362,-37.888642,Knox
Government,1,8330,St Albans Secondary College,Secondary,O,289 Main Road East,,St Albans,VIC,3021,289 MAIN ROAD EAST,,ST ALBANS,VIC,3021,03 9366 2555,SOUTH-WESTERN VICTORIA,Brimbank Melton,118,Brimbank,Metro,144.808411,-37.745532,1712,320,263,262,314,312,241,31,8.8,80,144.808411,-37.745532,Brimbank
Government,1,8335,St Arnaud Secondary College,Secondary,O,Smith Street,,St Arnaud,VIC,3478,PO Box 40,,ST ARNAUD,VIC,3478,03 5495 1811,SOUTH-WESTERN VICTORIA,Wimmera South West,581,Northern Grampians,Non Metro,143.250936,-36.609547,163,30,31,27,29,31,14,26,0.0,40,143.250936,-36.609547,Northern Grampians
Government,1,8337,Oakwood School,Secondary,O,319 Balaclava Road,,Caulfield North,VIC,3161,319 Balaclava Road,,CAULFIELD NORTH,VIC,3161,03 9563 5644,SOUTH-EASTERN VICTORIA,Bayside Peninsula,231,Glen Eira,Metro,145.034173,-37.87398,612,1,35,89,147,176,163,I/D,I/D,-,145.034173,-37.87398,Glen Eira
Government,1,8345,Strathmore Secondary College,Secondary,O,400 Pascoe Vale Road,,Strathmore,VIC,3041,400 Pascoe Vale Road,,STRATHMORE,VIC,3041,03 9379 7999,SOUTH-WESTERN VICTORIA,Western Melbourne,506,Moonee Valley,Metro,144.926643,-37.73695,1960,338,318,302,326,356,320,30,5.9,80,144.926643,-37.73695,Moonee Valley
Government,1,8350,Sunbury College,Secondary,O,30 Racecourse Road,,Sunbury,VIC,3429,P O BOX 183,,Sunbury,VIC,3429,03 9744 1066,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume,Metro,144.728672,-37.574279,979,165,154,163,188,156,152,27,1.3,45,144.728672,-37.574279,Hume
Government,1,8368,Sydney Road Community School,Secondary,O,12-14 Glenlyon Road,,Brunswick,VIC,3056,12-14 Glenylon Road,,BRUNSWICK,VIC,3056,03 9380 9417,NORTH-WESTERN VICTORIA,Hume Merri-bek,525,Merri-bek,Metro,144.962338,-37.771817,104,13,16,17,19,20,19,22,0.0,25,144.962338,-37.771817,Merri-bek
Government,1,8370,Tallangatta Secondary College,Secondary,O,145 Towong Street,,Tallangatta,VIC,3700,P O Box 81,,TALLANGATTA,VIC,3700,02 6071 5000,NORTH-EASTERN VICTORIA,Ovens Murray,667,Towong,Non Metro,147.172667,-36.220441,321,64,65,63,48,44,36,27,0.0,24,147.172667,-36.220441,Towong
Government,1,8383,Thomastown Secondary College,Secondary,O,80-96 Main Street,,Thomastown,VIC,3074,P O Box 110,,THOMASTOWN,VIC,3074,03 9465 0844,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea,Metro,145.0019385,-37.67871605,451,83,62,72,83,91,59,24,1.4,64,145.0019385,-37.67871605,Whittlesea
Government,1,8395,Trafalgar High School,Secondary,O,70-80 School Road,,Trafalgar,VIC,3824,Locked Bag 1,,TRAFALGAR,VIC,3824,03 5633 1733,SOUTH-EASTERN VICTORIA,Inner Gippsland,83,Baw Baw,Non Metro,146.158302,-38.214568,696,116,112,122,136,107,102,27,5.9,53,146.158302,-38.214568,Baw Baw
Government,1,8396,Bemin Secondary College,Secondary,O,805 Morris Road,,Truganina,VIC,3029,805 Morris Road,,Truganina,VIC,3029,03 7300 7979,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham,Metro,144.709748,-37.826407,880,176,151,0,292,261,0,,,,144.709748,-37.826407,Wyndham
Government,1,8397,Dohertys Creek P-9 College,Pri/Sec,O,60 Elmhurst Road,,Truganina,VIC,3029,60 Elmhurst Road,,Truganina,VIC,3029,03 8560 6079,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham,Metro,144.733911,-37.842976,402,147,139,115,0,0,0,,,,144.733911,-37.842976,Wyndham
Government,1,8405,University High School,Secondary,O,77 Story Street,,Parkville,VIC,3052,77 Story Street,,PARKVILLE,VIC,3052,03 9347 2022,SOUTH-WESTERN VICTORIA,Western Melbourne,460,Melbourne,Metro,144.95538,-37.796982,1983,343,293,298,325,373,350,31,9.0,88,144.95538,-37.796982,Melbourne
Government,1,8407,Roxburgh College,Secondary,O,60-70 Donald Cameron Drive,,Roxburgh Park,VIC,3064,PO Box 453,,Somerton BC Somerton,VIC,3062,03 9930 8100,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume,Metro,144.930331,-37.63041,1052,163,153,165,190,179,166,23,0.7,60,144.930331,-37.63041,Hume
Government,1,8410,Upper Yarra Secondary College,Secondary,O,81-89 Little Yarra Road,,Yarra Junction,VIC,3797,P O Box 550,,Yarra Junction,VIC,3797,03 5967 1877,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges,Metro,145.623933,-37.79209352,746,142,135,143,134,107,84,27,2.1,64,145.623933,-37.79209352,Yarra Ranges
Government,1,8415,Upwey High School,Secondary,O,1451 Burwood Highway,,Upwey,VIC,3158,1451 Burwood Hwy,,UPWEY,VIC,3158,03 9754 2838,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,745,Yarra Ranges,Metro,145.335475,-37.904357,760,140,119,129,149,116,105,27,1.5,52,145.335475,-37.904357,Yarra Ranges
Government,1,8420,Vermont Secondary College,Secondary,O,27 - 63 Morack Road,,Vermont,VIC,3133,P O Box 138,,Vermont,VIC,3133,03 8872 6300,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,698,Whitehorse,Metro,145.199701,-37.844117,1650,309,285,288,261,265,241,32,9.8,78,145.199701,-37.844117,Whitehorse
Government,1,8421,Kambrya College,Secondary,O,68 Bemersyde Drive,,Berwick,VIC,3806,P O Box 153,,BERWICK,VIC,3806,03 9707 7600,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey,Metro,145.34741,-38.05368819,2368,442,478,448,390,337,273,31,5.6,66,145.34741,-38.05368819,Casey
Government,1,8423,Carrum Downs Secondary College,Secondary,O,263 McCormicks Road,,Carrum Downs,VIC,3201,P O Box 8845,,CARRUM DOWNS,VIC,3201,03 9788 9100,SOUTH-EASTERN VICTORIA,Bayside Peninsula,217,Frankston,Metro,145.197658,-38.095291,929,165,142,165,161,149,147,,,,145.197658,-38.095291,Frankston
Government,1,8425,Wangaratta High School,Secondary,O,17-49 Edwards Street,,Wangaratta,VIC,3677,P O Box 235,,WANGARATTA,VIC,3676,03 5723 0500,NORTH-EASTERN VICTORIA,Ovens Murray,670,Wangaratta,Non Metro,146.307723,-36.344898,610,109,124,113,108,90,65,26,1.9,55,146.307723,-36.344898,Wangaratta
Government,1,8427,Greenvale Secondary College,Secondary,O,2 Glencairn Drive,,Greenvale,VIC,3059,2 Glencairn Drive,,Greenvale,VIC,3059,03 8393 0000,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume,Metro,144.8896083,-37.6503006,518,145,136,114,123,0,0,,,,144.8896083,-37.6503006,Hume
Government,1,8428,Wantirna College,Secondary,O,90 Harold Street,,Wantirna,VIC,3152,90 Harold Street,,WANTIRNA,VIC,3152,03 9801 9700,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,367,Knox,Metro,145.229974,-37.857598,1472,229,244,261,272,255,210,29,3.6,65,145.229974,-37.857598,Knox
Government,1,8430,Warracknabeal Secondary College,Secondary,O,5 Werrigar Street,,Warracknabeal,VIC,3393,PO Box 285,,WARRACKNABEAL,VIC,3393,03 5398 1433,SOUTH-WESTERN VICTORIA,Wimmera South West,763,Yarriambiack,Non Metro,142.390795,-36.257679,176,14,42,26,38,31,24,,,,142.390795,-36.257679,Yarriambiack
Government,1,8437,Warrandyte High School,Secondary,O,241-247 Heidelberg-Warrandyte Rd,,Warrandyte,VIC,3113,Cnr Alexander & Warrandyte Rds,,Warrandyte,VIC,3113,03 9844 2749,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,421,Manningham,Metro,145.184222,-37.748269,273,40,43,42,49,69,30,26,0.8,53,145.184222,-37.748269,Manningham
Government,1,8462,Wellington Secondary College,Secondary,O,91 Police Road,,Mulgrave,VIC,3170,P O Box 1,,MULGRAVE,VIC,3170,03 9547 6822,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,497,Monash,Metro,145.169378,-37.934467,1633,255,244,233,283,337,279,29,4.7,79,145.169378,-37.934467,Monash
Government,1,8465,Werribee Secondary College,Secondary,O,45 Duncans Road,,Werribee,VIC,3030,P O Box 314,,WERRIBEE,VIC,3030,03 9741 1822,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham,Metro,144.668744,-37.905536,1633,255,249,316,278,282,252,28,5.2,83,144.668744,-37.905536,Wyndham
Government,1,8466,Bairnsdale Secondary College,Secondary,O,90 Mckean Street,,Bairnsdale,VIC,3875,P O Box 325,,BAIRNSDALE,VIC,3875,03 5150 4800,SOUTH-EASTERN VICTORIA,Outer Gippsland,211,East Gippsland,Non Metro,147.6049997,-37.82871098,1249,260,221,203,230,205,129,26,1.1,44,147.6049997,-37.82871098,East Gippsland
Government,1,8470,Westall Secondary College,Secondary,O,88-128 Rosebank Avenue,,Clayton South,VIC,3169,88-128 Rosebank Avenue,,CLAYTON SOUTH,VIC,3169,03 9546 3233,SOUTH-EASTERN VICTORIA,Bayside Peninsula,343,Kingston,Metro,145.136577,-37.940312,695,93,103,110,136,129,124,24,3.0,59,145.136577,-37.940312,Kingston
